,Datetime,Site,Latitude,Longitude,hourly_BC
81209,8/10/2017 17:00,34,37.82247,-122.28789,
81210,8/10/2017 18:00,34,37.82247,-122.28789,0.64
81211,8/10/2017 19:00,34,37.82247,-122.28789,
81212,8/10/2017 20:00,34,37.82247,-122.28789,
81213,8/10/2017 21:00,34,37.82247,-122.28789,
81214,8/10/2017 22:00,34,37.82247,-122.28789,
81215,8/10/2017 23:00,34,37.82247,-122.28789,
81216,8/11/2017 0:00,34,37.82247,-122.28789,
81217,8/11/2017 1:00,34,37.82247,-122.28789,
81218,8/11/2017 2:00,34,37.82247,-122.28789,
81219,8/11/2017 3:00,34,37.82247,-122.28789,0.62
81220,8/11/2017 4:00,34,37.82247,-122.28789,
81221,8/11/2017 5:00,34,37.82247,-122.28789,
81222,8/11/2017 6:00,34,37.82247,-122.28789,
81223,8/11/2017 7:00,34,37.82247,-122.28789,
81224,8/11/2017 8:00,34,37.82247,-122.28789,
81225,8/11/2017 9:00,34,37.82247,-122.28789,
81226,8/11/2017 10:00,34,37.82247,-122.28789,
81227,8/11/2017 11:00,34,37.82247,-122.28789,
81228,8/11/2017 12:00,34,37.82247,-122.28789,
81229,8/11/2017 13:00,34,37.82247,-122.28789,
81230,8/11/2017 14:00,34,37.82247,-122.28789,
81231,8/11/2017 15:00,34,37.82247,-122.28789,
81232,8/11/2017 16:00,34,37.82247,-122.28789,
81233,8/11/2017 17:00,34,37.82247,-122.28789,
81234,8/11/2017 18:00,34,37.82247,-122.28789,
81235,8/11/2017 19:00,34,37.82247,-122.28789,2.33
81236,8/11/2017 20:00,34,37.82247,-122.28789,
81237,8/11/2017 21:00,34,37.82247,-122.28789,0.84
81238,8/11/2017 22:00,34,37.82247,-122.28789,
81239,8/11/2017 23:00,34,37.82247,-122.28789,
81240,8/12/2017 0:00,34,37.82247,-122.28789,
81241,8/12/2017 1:00,34,37.82247,-122.28789,
81242,8/12/2017 2:00,34,37.82247,-122.28789,
81243,8/12/2017 3:00,34,37.82247,-122.28789,
81244,8/12/2017 4:00,34,37.82247,-122.28789,
81245,8/12/2017 5:00,34,37.82247,-122.28789,
81246,8/12/2017 6:00,34,37.82247,-122.28789,0.89
81247,8/12/2017 7:00,34,37.82247,-122.28789,
81248,8/12/2017 8:00,34,37.82247,-122.28789,
81249,8/12/2017 9:00,34,37.82247,-122.28789,
81250,8/12/2017 10:00,34,37.82247,-122.28789,
81251,8/12/2017 11:00,34,37.82247,-122.28789,
81252,8/12/2017 12:00,34,37.82247,-122.28789,0.72
81253,8/12/2017 13:00,34,37.82247,-122.28789,
81254,8/12/2017 14:00,34,37.82247,-122.28789,0.51
81255,8/12/2017 15:00,34,37.82247,-122.28789,0.5
81256,8/12/2017 16:00,34,37.82247,-122.28789,
81257,8/12/2017 17:00,34,37.82247,-122.28789,0.45
81258,8/12/2017 18:00,34,37.82247,-122.28789,
81259,8/12/2017 19:00,34,37.82247,-122.28789,
81260,8/12/2017 20:00,34,37.82247,-122.28789,
81261,8/12/2017 21:00,34,37.82247,-122.28789,
81262,8/12/2017 22:00,34,37.82247,-122.28789,
81263,8/12/2017 23:00,34,37.82247,-122.28789,
81264,8/13/2017 0:00,34,37.82247,-122.28789,
81265,8/13/2017 1:00,34,37.82247,-122.28789,
81266,8/13/2017 2:00,34,37.82247,-122.28789,0.44
81267,8/13/2017 3:00,34,37.82247,-122.28789,
81268,8/13/2017 4:00,34,37.82247,-122.28789,
81269,8/13/2017 5:00,34,37.82247,-122.28789,
81270,8/13/2017 6:00,34,37.82247,-122.28789,
81271,8/13/2017 7:00,34,37.82247,-122.28789,
81272,8/13/2017 8:00,34,37.82247,-122.28789,
81273,8/13/2017 9:00,34,37.82247,-122.28789,
81274,8/13/2017 10:00,34,37.82247,-122.28789,
81275,8/13/2017 11:00,34,37.82247,-122.28789,0.05
81276,8/13/2017 12:00,34,37.82247,-122.28789,
81277,8/13/2017 13:00,34,37.82247,-122.28789,
81278,8/13/2017 14:00,34,37.82247,-122.28789,
81279,8/13/2017 15:00,34,37.82247,-122.28789,
81280,8/13/2017 16:00,34,37.82247,-122.28789,
81281,8/13/2017 17:00,34,37.82247,-122.28789,
81282,8/13/2017 18:00,34,37.82247,-122.28789,
81283,8/13/2017 19:00,34,37.82247,-122.28789,
81284,8/13/2017 20:00,34,37.82247,-122.28789,0.29
81285,8/13/2017 21:00,34,37.82247,-122.28789,
81286,8/13/2017 22:00,34,37.82247,-122.28789,
81287,8/13/2017 23:00,34,37.82247,-122.28789,
81288,8/14/2017 0:00,34,37.82247,-122.28789,
81289,8/14/2017 1:00,34,37.82247,-122.28789,
81290,8/14/2017 2:00,34,37.82247,-122.28789,
81291,8/14/2017 3:00,34,37.82247,-122.28789,
81292,8/14/2017 4:00,34,37.82247,-122.28789,0.29
81293,8/14/2017 5:00,34,37.82247,-122.28789,0.29
81294,8/14/2017 6:00,34,37.82247,-122.28789,
81295,8/14/2017 7:00,34,37.82247,-122.28789,
81296,8/14/2017 8:00,34,37.82247,-122.28789,
81297,8/14/2017 9:00,34,37.82247,-122.28789,
81298,8/14/2017 10:00,34,37.82247,-122.28789,
81299,8/14/2017 11:00,34,37.82247,-122.28789,
81300,8/14/2017 12:00,34,37.82247,-122.28789,
81301,8/14/2017 13:00,34,37.82247,-122.28789,0.74
81302,8/14/2017 14:00,34,37.82247,-122.28789,
81303,8/14/2017 15:00,34,37.82247,-122.28789,
81304,8/14/2017 16:00,34,37.82247,-122.28789,
81305,8/14/2017 17:00,34,37.82247,-122.28789,
81306,8/14/2017 18:00,34,37.82247,-122.28789,
81307,8/14/2017 19:00,34,37.82247,-122.28789,
81308,8/14/2017 20:00,34,37.82247,-122.28789,
81309,8/14/2017 21:00,34,37.82247,-122.28789,
81310,8/14/2017 22:00,34,37.82247,-122.28789,0.33
81311,8/14/2017 23:00,34,37.82247,-122.28789,
81312,8/15/2017 0:00,34,37.82247,-122.28789,
81313,8/15/2017 1:00,34,37.82247,-122.28789,
81314,8/15/2017 2:00,34,37.82247,-122.28789,
81315,8/15/2017 3:00,34,37.82247,-122.28789,
81316,8/15/2017 4:00,34,37.82247,-122.28789,
81317,8/15/2017 5:00,34,37.82247,-122.28789,
81318,8/15/2017 6:00,34,37.82247,-122.28789,
81319,8/15/2017 7:00,34,37.82247,-122.28789,0.46
81320,8/15/2017 8:00,34,37.82247,-122.28789,
81321,8/15/2017 9:00,34,37.82247,-122.28789,
81322,8/15/2017 10:00,34,37.82247,-122.28789,
81323,8/15/2017 11:00,34,37.82247,-122.28789,
81324,8/15/2017 12:00,34,37.82247,-122.28789,
81325,8/15/2017 13:00,34,37.82247,-122.28789,
81326,8/15/2017 14:00,34,37.82247,-122.28789,
81327,8/15/2017 15:00,34,37.82247,-122.28789,
81328,8/15/2017 16:00,34,37.82247,-122.28789,0.57
81329,8/15/2017 17:00,34,37.82247,-122.28789,
81330,8/15/2017 18:00,34,37.82247,-122.28789,
81331,8/15/2017 19:00,34,37.82247,-122.28789,
81332,8/15/2017 20:00,34,37.82247,-122.28789,
81333,8/15/2017 21:00,34,37.82247,-122.28789,
81334,8/15/2017 22:00,34,37.82247,-122.28789,
81335,8/15/2017 23:00,34,37.82247,-122.28789,
81336,8/16/2017 0:00,34,37.82247,-122.28789,
81337,8/16/2017 1:00,34,37.82247,-122.28789,0.29
81338,8/16/2017 2:00,34,37.82247,-122.28789,
81339,8/16/2017 3:00,34,37.82247,-122.28789,
81340,8/16/2017 4:00,34,37.82247,-122.28789,
81341,8/16/2017 5:00,34,37.82247,-122.28789,
81342,8/16/2017 6:00,34,37.82247,-122.28789,
81343,8/16/2017 7:00,34,37.82247,-122.28789,
81344,8/16/2017 8:00,34,37.82247,-122.28789,
81345,8/16/2017 9:00,34,37.82247,-122.28789,
81346,8/16/2017 10:00,34,37.82247,-122.28789,
81347,8/16/2017 11:00,34,37.82247,-122.28789,
81348,8/16/2017 12:00,34,37.82247,-122.28789,
81349,8/16/2017 13:00,34,37.82247,-122.28789,
81350,8/16/2017 14:00,34,37.82247,-122.28789,
81351,8/16/2017 15:00,34,37.82247,-122.28789,
81352,8/16/2017 16:00,34,37.82247,-122.28789,
81353,8/16/2017 17:00,34,37.82247,-122.28789,
81354,8/16/2017 18:00,34,37.82247,-122.28789,
81355,8/16/2017 19:00,34,37.82247,-122.28789,
81356,8/16/2017 20:00,34,37.82247,-122.28789,
81357,8/16/2017 21:00,34,37.82247,-122.28789,0.18
81358,8/16/2017 22:00,34,37.82247,-122.28789,
81359,8/16/2017 23:00,34,37.82247,-122.28789,
81360,8/17/2017 0:00,34,37.82247,-122.28789,
81361,8/17/2017 1:00,34,37.82247,-122.28789,
81362,8/17/2017 2:00,34,37.82247,-122.28789,
81363,8/17/2017 3:00,34,37.82247,-122.28789,
81364,8/17/2017 4:00,34,37.82247,-122.28789,
81365,8/17/2017 5:00,34,37.82247,-122.28789,
81366,8/17/2017 6:00,34,37.82247,-122.28789,0.39
81367,8/17/2017 7:00,34,37.82247,-122.28789,
81368,8/17/2017 8:00,34,37.82247,-122.28789,
81369,8/17/2017 9:00,34,37.82247,-122.28789,
81370,8/17/2017 10:00,34,37.82247,-122.28789,
81371,8/17/2017 11:00,34,37.82247,-122.28789,
81372,8/17/2017 12:00,34,37.82247,-122.28789,
81373,8/17/2017 13:00,34,37.82247,-122.28789,
81374,8/17/2017 14:00,34,37.82247,-122.28789,
81375,8/17/2017 15:00,34,37.82247,-122.28789,0.37
81376,8/17/2017 16:00,34,37.82247,-122.28789,
81377,8/17/2017 17:00,34,37.82247,-122.28789,
81378,8/17/2017 18:00,34,37.82247,-122.28789,
81379,8/17/2017 19:00,34,37.82247,-122.28789,
81380,8/17/2017 20:00,34,37.82247,-122.28789,
81381,8/17/2017 21:00,34,37.82247,-122.28789,
81382,8/17/2017 22:00,34,37.82247,-122.28789,
81383,8/17/2017 23:00,34,37.82247,-122.28789,
81384,8/18/2017 0:00,34,37.82247,-122.28789,
81385,8/18/2017 1:00,34,37.82247,-122.28789,
81386,8/18/2017 2:00,34,37.82247,-122.28789,
81387,8/18/2017 3:00,34,37.82247,-122.28789,
81388,8/18/2017 4:00,34,37.82247,-122.28789,
81389,8/18/2017 5:00,34,37.82247,-122.28789,
81390,8/18/2017 6:00,34,37.82247,-122.28789,
81391,8/18/2017 7:00,34,37.82247,-122.28789,
81392,8/18/2017 8:00,34,37.82247,-122.28789,0.69
81393,8/18/2017 9:00,34,37.82247,-122.28789,
81394,8/18/2017 10:00,34,37.82247,-122.28789,
81395,8/18/2017 11:00,34,37.82247,-122.28789,
81396,8/18/2017 12:00,34,37.82247,-122.28789,
81397,8/18/2017 13:00,34,37.82247,-122.28789,
81398,8/18/2017 14:00,34,37.82247,-122.28789,
81399,8/18/2017 15:00,34,37.82247,-122.28789,
81400,8/18/2017 16:00,34,37.82247,-122.28789,
81401,8/18/2017 17:00,34,37.82247,-122.28789,0.44
81402,8/18/2017 18:00,34,37.82247,-122.28789,
81403,8/18/2017 19:00,34,37.82247,-122.28789,
81404,8/18/2017 20:00,34,37.82247,-122.28789,
81405,8/18/2017 21:00,34,37.82247,-122.28789,
81406,8/18/2017 22:00,34,37.82247,-122.28789,
81407,8/18/2017 23:00,34,37.82247,-122.28789,
81408,8/19/2017 0:00,34,37.82247,-122.28789,
81409,8/19/2017 1:00,34,37.82247,-122.28789,
81410,8/19/2017 2:00,34,37.82247,-122.28789,0.28
81411,8/19/2017 3:00,34,37.82247,-122.28789,
81412,8/19/2017 4:00,34,37.82247,-122.28789,
81413,8/19/2017 5:00,34,37.82247,-122.28789,
81414,8/19/2017 6:00,34,37.82247,-122.28789,
81415,8/19/2017 7:00,34,37.82247,-122.28789,
81416,8/19/2017 8:00,34,37.82247,-122.28789,
81417,8/19/2017 9:00,34,37.82247,-122.28789,
81418,8/19/2017 10:00,34,37.82247,-122.28789,
81419,8/19/2017 11:00,34,37.82247,-122.28789,0.4
81420,8/19/2017 12:00,34,37.82247,-122.28789,
81421,8/19/2017 13:00,34,37.82247,-122.28789,
81422,8/19/2017 14:00,34,37.82247,-122.28789,
81423,8/19/2017 15:00,34,37.82247,-122.28789,
81424,8/19/2017 16:00,34,37.82247,-122.28789,
81425,8/19/2017 17:00,34,37.82247,-122.28789,
81426,8/19/2017 18:00,34,37.82247,-122.28789,
81427,8/19/2017 19:00,34,37.82247,-122.28789,
81428,8/19/2017 20:00,34,37.82247,-122.28789,0.32
81429,8/19/2017 21:00,34,37.82247,-122.28789,
81430,8/19/2017 22:00,34,37.82247,-122.28789,
81431,8/19/2017 23:00,34,37.82247,-122.28789,
81432,8/20/2017 0:00,34,37.82247,-122.28789,
81433,8/20/2017 1:00,34,37.82247,-122.28789,
81434,8/20/2017 2:00,34,37.82247,-122.28789,
81435,8/20/2017 3:00,34,37.82247,-122.28789,
81436,8/20/2017 4:00,34,37.82247,-122.28789,
81437,8/20/2017 5:00,34,37.82247,-122.28789,0.52
81438,8/20/2017 6:00,34,37.82247,-122.28789,
81439,8/20/2017 7:00,34,37.82247,-122.28789,
81440,8/20/2017 8:00,34,37.82247,-122.28789,
81441,8/20/2017 9:00,34,37.82247,-122.28789,
81442,8/20/2017 10:00,34,37.82247,-122.28789,
81443,8/20/2017 11:00,34,37.82247,-122.28789,
81444,8/20/2017 12:00,34,37.82247,-122.28789,
81445,8/20/2017 13:00,34,37.82247,-122.28789,
81446,8/20/2017 14:00,34,37.82247,-122.28789,0.41
81447,8/20/2017 15:00,34,37.82247,-122.28789,
81448,8/20/2017 16:00,34,37.82247,-122.28789,
81449,8/20/2017 17:00,34,37.82247,-122.28789,
81450,8/20/2017 18:00,34,37.82247,-122.28789,
81451,8/20/2017 19:00,34,37.82247,-122.28789,
81452,8/20/2017 20:00,34,37.82247,-122.28789,
81453,8/20/2017 21:00,34,37.82247,-122.28789,
81454,8/20/2017 22:00,34,37.82247,-122.28789,
81455,8/20/2017 23:00,34,37.82247,-122.28789,0.45
81456,8/21/2017 0:00,34,37.82247,-122.28789,
81457,8/21/2017 1:00,34,37.82247,-122.28789,
81458,8/21/2017 2:00,34,37.82247,-122.28789,
81459,8/21/2017 3:00,34,37.82247,-122.28789,
81460,8/21/2017 4:00,34,37.82247,-122.28789,
81461,8/21/2017 5:00,34,37.82247,-122.28789,
81462,8/21/2017 6:00,34,37.82247,-122.28789,
81463,8/21/2017 7:00,34,37.82247,-122.28789,0.97
81464,8/21/2017 8:00,34,37.82247,-122.28789,0.92
81465,8/21/2017 9:00,34,37.82247,-122.28789,
81466,8/21/2017 10:00,34,37.82247,-122.28789,
81467,8/21/2017 11:00,34,37.82247,-122.28789,
81468,8/21/2017 12:00,34,37.82247,-122.28789,
81469,8/21/2017 13:00,34,37.82247,-122.28789,
81470,8/21/2017 14:00,34,37.82247,-122.28789,
81471,8/21/2017 15:00,34,37.82247,-122.28789,
81472,8/21/2017 16:00,34,37.82247,-122.28789,0.63
81473,8/21/2017 17:00,34,37.82247,-122.28789,
81474,8/21/2017 18:00,34,37.82247,-122.28789,
81475,8/21/2017 19:00,34,37.82247,-122.28789,
81476,8/21/2017 20:00,34,37.82247,-122.28789,
81477,8/21/2017 21:00,34,37.82247,-122.28789,
81478,8/21/2017 22:00,34,37.82247,-122.28789,
81479,8/21/2017 23:00,34,37.82247,-122.28789,
81480,8/22/2017 0:00,34,37.82247,-122.28789,
81481,8/22/2017 1:00,34,37.82247,-122.28789,0.51
81482,8/22/2017 2:00,34,37.82247,-122.28789,
81483,8/22/2017 3:00,34,37.82247,-122.28789,
81484,8/22/2017 4:00,34,37.82247,-122.28789,
81485,8/22/2017 5:00,34,37.82247,-122.28789,
81486,8/22/2017 6:00,34,37.82247,-122.28789,
81487,8/22/2017 7:00,34,37.82247,-122.28789,
81488,8/22/2017 8:00,34,37.82247,-122.28789,
81489,8/22/2017 9:00,34,37.82247,-122.28789,
81490,8/22/2017 10:00,34,37.82247,-122.28789,1.02
81491,8/22/2017 11:00,34,37.82247,-122.28789,
81492,8/22/2017 12:00,34,37.82247,-122.28789,
81493,8/22/2017 13:00,34,37.82247,-122.28789,
81494,8/22/2017 14:00,34,37.82247,-122.28789,
81495,8/22/2017 15:00,34,37.82247,-122.28789,
81496,8/22/2017 16:00,34,37.82247,-122.28789,
81497,8/22/2017 17:00,34,37.82247,-122.28789,
81498,8/22/2017 18:00,34,37.82247,-122.28789,
81499,8/22/2017 19:00,34,37.82247,-122.28789,0.77
81500,8/22/2017 20:00,34,37.82247,-122.28789,
81501,8/22/2017 21:00,34,37.82247,-122.28789,
81502,8/22/2017 22:00,34,37.82247,-122.28789,
81503,8/22/2017 23:00,34,37.82247,-122.28789,
81504,8/23/2017 0:00,34,37.82247,-122.28789,
81505,8/23/2017 1:00,34,37.82247,-122.28789,
81506,8/23/2017 2:00,34,37.82247,-122.28789,
81507,8/23/2017 3:00,34,37.82247,-122.28789,0.65
81508,8/23/2017 4:00,34,37.82247,-122.28789,0.56
81509,8/23/2017 5:00,34,37.82247,-122.28789,0.55
81510,8/23/2017 6:00,34,37.82247,-122.28789,
81511,8/23/2017 7:00,34,37.82247,-122.28789,
81512,8/23/2017 8:00,34,37.82247,-122.28789,
81513,8/23/2017 9:00,34,37.82247,-122.28789,
81514,8/23/2017 10:00,34,37.82247,-122.28789,
81515,8/23/2017 11:00,34,37.82247,-122.28789,
81516,8/23/2017 12:00,34,37.82247,-122.28789,
81517,8/23/2017 13:00,34,37.82247,-122.28789,
81518,8/23/2017 14:00,34,37.82247,-122.28789,
81519,8/23/2017 15:00,34,37.82247,-122.28789,0.69
81520,8/23/2017 16:00,34,37.82247,-122.28789,0.73
81521,8/23/2017 17:00,34,37.82247,-122.28789,0.52
81522,8/23/2017 18:00,34,37.82247,-122.28789,0.38
81523,8/23/2017 19:00,34,37.82247,-122.28789,0.4
81524,8/23/2017 20:00,34,37.82247,-122.28789,0.39
81525,8/23/2017 21:00,34,37.82247,-122.28789,
81526,8/23/2017 22:00,34,37.82247,-122.28789,0.31
81527,8/23/2017 23:00,34,37.82247,-122.28789,0.18
81528,8/24/2017 0:00,34,37.82247,-122.28789,0.2
81529,8/24/2017 1:00,34,37.82247,-122.28789,0.15
81530,8/24/2017 2:00,34,37.82247,-122.28789,0.18
81531,8/24/2017 3:00,34,37.82247,-122.28789,
81532,8/24/2017 4:00,34,37.82247,-122.28789,0.66
81533,8/24/2017 5:00,34,37.82247,-122.28789,0.37
81534,8/24/2017 6:00,34,37.82247,-122.28789,0.43
81535,8/24/2017 7:00,34,37.82247,-122.28789,0.46
81536,8/24/2017 8:00,34,37.82247,-122.28789,0.77
81537,8/24/2017 9:00,34,37.82247,-122.28789,
81538,8/24/2017 10:00,34,37.82247,-122.28789,
81539,8/24/2017 11:00,34,37.82247,-122.28789,
81540,8/24/2017 12:00,34,37.82247,-122.28789,
81541,8/24/2017 13:00,34,37.82247,-122.28789,0.5
81542,8/24/2017 14:00,34,37.82247,-122.28789,
81543,8/24/2017 15:00,34,37.82247,-122.28789,
81544,8/24/2017 16:00,34,37.82247,-122.28789,
81545,8/24/2017 17:00,34,37.82247,-122.28789,
81546,8/24/2017 18:00,34,37.82247,-122.28789,
81547,8/24/2017 19:00,34,37.82247,-122.28789,
81548,8/24/2017 20:00,34,37.82247,-122.28789,
81549,8/24/2017 21:00,34,37.82247,-122.28789,
81550,8/24/2017 22:00,34,37.82247,-122.28789,0.55
81551,8/24/2017 23:00,34,37.82247,-122.28789,
81552,8/25/2017 0:00,34,37.82247,-122.28789,
81553,8/25/2017 1:00,34,37.82247,-122.28789,
81554,8/25/2017 2:00,34,37.82247,-122.28789,
81555,8/25/2017 3:00,34,37.82247,-122.28789,
81556,8/25/2017 4:00,34,37.82247,-122.28789,
81557,8/25/2017 5:00,34,37.82247,-122.28789,
81558,8/25/2017 6:00,34,37.82247,-122.28789,
81559,8/25/2017 7:00,34,37.82247,-122.28789,0.92
81560,8/25/2017 8:00,34,37.82247,-122.28789,
81561,8/25/2017 9:00,34,37.82247,-122.28789,
81562,8/25/2017 10:00,34,37.82247,-122.28789,
81563,8/25/2017 11:00,34,37.82247,-122.28789,
81564,8/25/2017 12:00,34,37.82247,-122.28789,
81565,8/25/2017 13:00,34,37.82247,-122.28789,
81566,8/25/2017 14:00,34,37.82247,-122.28789,
81567,8/25/2017 15:00,34,37.82247,-122.28789,
81568,8/25/2017 16:00,34,37.82247,-122.28789,0.59
81569,8/25/2017 17:00,34,37.82247,-122.28789,
81570,8/25/2017 18:00,34,37.82247,-122.28789,
81571,8/25/2017 19:00,34,37.82247,-122.28789,
81572,8/25/2017 20:00,34,37.82247,-122.28789,
81573,8/25/2017 21:00,34,37.82247,-122.28789,
81574,8/25/2017 22:00,34,37.82247,-122.28789,
81575,8/25/2017 23:00,34,37.82247,-122.28789,
81576,8/26/2017 0:00,34,37.82247,-122.28789,
81577,8/26/2017 1:00,34,37.82247,-122.28789,0.42
81578,8/26/2017 2:00,34,37.82247,-122.28789,
81579,8/26/2017 3:00,34,37.82247,-122.28789,
81580,8/26/2017 4:00,34,37.82247,-122.28789,
81581,8/26/2017 5:00,34,37.82247,-122.28789,
81582,8/26/2017 6:00,34,37.82247,-122.28789,
81583,8/26/2017 7:00,34,37.82247,-122.28789,
81584,8/26/2017 8:00,34,37.82247,-122.28789,
81585,8/26/2017 9:00,34,37.82247,-122.28789,
81586,8/26/2017 10:00,34,37.82247,-122.28789,
81587,8/26/2017 11:00,34,37.82247,-122.28789,
81588,8/26/2017 12:00,34,37.82247,-122.28789,
81589,8/26/2017 13:00,34,37.82247,-122.28789,
81590,8/26/2017 14:00,34,37.82247,-122.28789,
81591,8/26/2017 15:00,34,37.82247,-122.28789,
81592,8/26/2017 16:00,34,37.82247,-122.28789,
81593,8/26/2017 17:00,34,37.82247,-122.28789,
81594,8/26/2017 18:00,34,37.82247,-122.28789,
81595,8/26/2017 19:00,34,37.82247,-122.28789,0.55
81596,8/26/2017 20:00,34,37.82247,-122.28789,
81597,8/26/2017 21:00,34,37.82247,-122.28789,
81598,8/26/2017 22:00,34,37.82247,-122.28789,
81599,8/26/2017 23:00,34,37.82247,-122.28789,
81600,5/19/2017 0:00,35,37.80996,-122.27681,1.17
81601,5/19/2017 1:00,35,37.80996,-122.27681,1.69
81602,5/19/2017 2:00,35,37.80996,-122.27681,0.8
81603,5/19/2017 3:00,35,37.80996,-122.27681,0.57
81604,5/19/2017 4:00,35,37.80996,-122.27681,0.67
81605,5/19/2017 5:00,35,37.80996,-122.27681,0.6
81606,5/19/2017 6:00,35,37.80996,-122.27681,0.9
81607,5/19/2017 7:00,35,37.80996,-122.27681,1.27
81608,5/19/2017 8:00,35,37.80996,-122.27681,1.43
81609,5/19/2017 9:00,35,37.80996,-122.27681,1.98
81610,5/19/2017 10:00,35,37.80996,-122.27681,2.36
81611,5/19/2017 11:00,35,37.80996,-122.27681,1.28
81612,5/19/2017 12:00,35,37.80996,-122.27681,
81613,5/19/2017 13:00,35,37.80996,-122.27681,0.84
81614,5/19/2017 14:00,35,37.80996,-122.27681,0.9
81615,5/19/2017 15:00,35,37.80996,-122.27681,0.69
81616,5/19/2017 16:00,35,37.80996,-122.27681,0.83
81617,5/19/2017 17:00,35,37.80996,-122.27681,0.73
81618,5/19/2017 18:00,35,37.80996,-122.27681,0.66
81619,5/19/2017 19:00,35,37.80996,-122.27681,0.75
81620,5/19/2017 20:00,35,37.80996,-122.27681,0.5
81621,5/19/2017 21:00,35,37.80996,-122.27681,0.62
81622,5/19/2017 22:00,35,37.80996,-122.27681,0.68
81623,5/19/2017 23:00,35,37.80996,-122.27681,0.89
81624,5/20/2017 0:00,35,37.80996,-122.27681,0.46
81625,5/20/2017 1:00,35,37.80996,-122.27681,0.78
81626,5/20/2017 2:00,35,37.80996,-122.27681,0.92
81627,5/20/2017 3:00,35,37.80996,-122.27681,0.7
81628,5/20/2017 4:00,35,37.80996,-122.27681,0.34
81629,5/20/2017 5:00,35,37.80996,-122.27681,0.33
81630,5/20/2017 6:00,35,37.80996,-122.27681,0.35
81631,5/20/2017 7:00,35,37.80996,-122.27681,0.48
81632,5/20/2017 8:00,35,37.80996,-122.27681,0.5
81633,5/20/2017 9:00,35,37.80996,-122.27681,0.82
81634,5/20/2017 10:00,35,37.80996,-122.27681,0.66
81635,5/20/2017 11:00,35,37.80996,-122.27681,0.84
81636,5/20/2017 12:00,35,37.80996,-122.27681,0.78
81637,5/20/2017 13:00,35,37.80996,-122.27681,0.67
81638,5/20/2017 14:00,35,37.80996,-122.27681,0.57
81639,5/20/2017 15:00,35,37.80996,-122.27681,0.56
81640,5/20/2017 16:00,35,37.80996,-122.27681,0.62
81641,5/20/2017 17:00,35,37.80996,-122.27681,1.33
81642,5/20/2017 18:00,35,37.80996,-122.27681,0.57
81643,5/20/2017 19:00,35,37.80996,-122.27681,0.51
81644,5/20/2017 20:00,35,37.80996,-122.27681,0.47
81645,5/20/2017 21:00,35,37.80996,-122.27681,0.57
81646,5/20/2017 22:00,35,37.80996,-122.27681,0.74
81647,5/20/2017 23:00,35,37.80996,-122.27681,0.93
81648,5/21/2017 0:00,35,37.80996,-122.27681,0.72
81649,5/21/2017 1:00,35,37.80996,-122.27681,0.73
81650,5/21/2017 2:00,35,37.80996,-122.27681,0.46
81651,5/21/2017 3:00,35,37.80996,-122.27681,0.34
81652,5/21/2017 4:00,35,37.80996,-122.27681,0.27
81653,5/21/2017 5:00,35,37.80996,-122.27681,0.26
81654,5/21/2017 6:00,35,37.80996,-122.27681,0.43
81655,5/21/2017 7:00,35,37.80996,-122.27681,0.39
81656,5/21/2017 8:00,35,37.80996,-122.27681,0.14
81657,5/21/2017 9:00,35,37.80996,-122.27681,0.36
81658,5/21/2017 10:00,35,37.80996,-122.27681,0.37
81659,5/21/2017 11:00,35,37.80996,-122.27681,0.6
81660,5/21/2017 12:00,35,37.80996,-122.27681,0.53
81661,5/21/2017 13:00,35,37.80996,-122.27681,0.47
81662,5/21/2017 14:00,35,37.80996,-122.27681,0.48
81663,5/21/2017 15:00,35,37.80996,-122.27681,0.63
81664,5/21/2017 16:00,35,37.80996,-122.27681,0.42
81665,5/21/2017 17:00,35,37.80996,-122.27681,0.5
81666,5/21/2017 18:00,35,37.80996,-122.27681,0.41
81667,5/21/2017 19:00,35,37.80996,-122.27681,0.48
81668,5/21/2017 20:00,35,37.80996,-122.27681,0.53
81669,5/21/2017 21:00,35,37.80996,-122.27681,0.52
81670,5/21/2017 22:00,35,37.80996,-122.27681,0.45
81671,5/21/2017 23:00,35,37.80996,-122.27681,0.49
81672,5/22/2017 0:00,35,37.80996,-122.27681,0.41
81673,5/22/2017 1:00,35,37.80996,-122.27681,0.23
81674,5/22/2017 2:00,35,37.80996,-122.27681,0.83
81675,5/22/2017 3:00,35,37.80996,-122.27681,0.33
81676,5/22/2017 4:00,35,37.80996,-122.27681,0.42
81677,5/22/2017 5:00,35,37.80996,-122.27681,0.43
81678,5/22/2017 6:00,35,37.80996,-122.27681,0.67
81679,5/22/2017 7:00,35,37.80996,-122.27681,1.0
81680,5/22/2017 8:00,35,37.80996,-122.27681,0.99
81681,5/22/2017 9:00,35,37.80996,-122.27681,1.19
81682,5/22/2017 10:00,35,37.80996,-122.27681,1.09
81683,5/22/2017 11:00,35,37.80996,-122.27681,1.03
81684,5/22/2017 12:00,35,37.80996,-122.27681,0.93
81685,5/22/2017 13:00,35,37.80996,-122.27681,1.07
81686,5/22/2017 14:00,35,37.80996,-122.27681,0.72
81687,5/22/2017 15:00,35,37.80996,-122.27681,0.53
81688,5/22/2017 16:00,35,37.80996,-122.27681,0.48
81689,5/22/2017 17:00,35,37.80996,-122.27681,0.58
81690,5/22/2017 18:00,35,37.80996,-122.27681,0.47
